timestep,reward,actor loss,critic loss
200,-1363.0635082600838,2.2943666414171457,43.03697769165039
400,-1698.0396244578342,8.236275177001954,10.346276984214782
600,-1856.0422447600988,12.888567514419556,5.901223859786987
800,-1746.6167303086813,18.48306480407715,1.8120997607707978
1000,-1482.8316590939462,24.364785346984863,1.1129032176733018
1200,-1772.7553553195626,30.702877750396727,0.9544332093000412
1400,-1382.5119546127332,36.96967184066772,1.0146114161610604
1600,-1382.4530195450877,43.20374103546143,1.134678518474102
1800,-1345.6600267468752,49.28146091461181,1.2044762340188027
2000,-1517.717091253479,55.50165496826172,1.2899510392546654
2200,-1317.3110550968297,61.606723098754884,1.3427782997488975
2400,-932.5415981521028,66.8503560256958,1.4569647467136384
2600,-886.6111531921775,71.15562568664551,1.619565827846527
2800,-1258.5035406536842,75.001125831604,2.3600468963384627
3000,-1262.3110400607852,78.84312515258789,3.1528741359710692
3200,-1381.9023060173056,82.2248468017578,3.578815659284592
3400,-1198.634982034966,85.65095447540283,4.053173487186432
3600,-1404.914623155544,88.98724040985107,4.416000410318374
3800,-1551.1078006615808,92.56926719665528,4.358037719726562
4000,-793.4937104911481,96.21798637390137,4.430208410024643
4200,-745.8630257648216,99.0113981628418,5.558308055400849
4400,-880.4062639957224,101.96395538330079,5.850733134746552
4600,-869.0664622786901,105.2486557006836,6.0743787217140195
4800,-641.6209150559894,108.37317340850831,6.215610857009888
5000,-1006.6286930442136,111.245910987854,6.2405076146125795
5200,-1161.6019395172393,113.98019607543945,6.311793584823608
5400,-1137.309393019504,116.99845684051513,6.231620106697083
5600,-1228.2181133234865,120.08552772521972,5.889158704280853
5800,-1133.854558892286,123.10681632995606,5.780040080547333
6000,-873.8633320464746,126.15704658508301,5.581418406963349
6200,-1038.8659862663055,129.14802848815918,5.443550734519959
6400,-902.6599253896271,131.87415405273438,5.2429936516284945
6600,-996.9155483897456,135.0205535888672,5.05400066614151
6800,-896.2272798834455,138.17324935913086,5.022981065511703
7000,-964.2500692754624,140.7235920715332,5.201555893421173
7200,-910.8341300134363,143.47222686767577,5.2307058668136595
7400,-1018.9122984491315,145.77087120056152,5.264547288417816
7600,-1046.4706420210312,149.02001670837402,5.347590647935867
7800,-1039.7210843778973,151.55815910339356,5.316999304294586
8000,-885.3894632565543,154.0516600036621,5.156462788581848
8200,-953.9702623577687,156.58182914733888,4.971988731622696
8400,-818.4917290546852,158.81386642456056,4.705705150365829
8600,-783.6245204176167,160.45634391784668,4.302486637830734
8800,-775.8010619896567,162.04679290771483,4.338654764890671
9000,-640.8164996785254,163.9273976135254,4.315800988674164
9200,-623.5141957943304,165.62844055175782,4.249380760192871
9400,-489.9787279359984,167.0182614135742,4.288571157455444
9600,-521.3022083949775,168.32497375488282,4.378656016588211
9800,-381.6611245839961,169.18124809265137,4.409394897222519
10000,-117.51373998867558,169.58782356262208,4.570635727643967
10200,-427.16806834860125,169.9541678619385,4.646847555637359
10400,-0.5537604611767041,170.85120544433593,4.816045265197754
10600,-427.2221718132615,171.24920837402342,4.9887418460845945
10800,-126.4846297081626,171.30536575317382,5.244118067026139
11000,-1.231816640032984,171.3279423522949,5.385049459934234
