timestep,reward
54480,38.0
54531,51.0
54574,43.0
54636,62.0
54685,49.0
54713,28.0
54783,70.0
54802,19.0
54826,24.0
54869,43.0
54943,74.0
54992,49.0
55070,78.0
55086,16.0
55228,142.0
55249,21.0
55282,33.0
55314,32.0
55359,45.0
55408,49.0
55430,22.0
55470,40.0
55553,83.0
55593,40.0
55626,33.0
55691,65.0
55745,54.0
55796,51.0
55863,67.0
55889,26.0
55913,24.0
55945,32.0
55984,39.0
56021,37.0
56095,74.0
56111,16.0
56198,87.0
56219,21.0
56235,16.0
56278,43.0
56357,79.0
56408,51.0
56454,46.0
56526,72.0
56567,41.0
56600,33.0
56672,72.0
56812,140.0
56849,37.0
56903,54.0
57019,116.0
57038,19.0
57063,25.0
57106,43.0
57178,72.0
57220,42.0
57286,66.0
57310,24.0
57374,64.0
57446,72.0
57477,31.0
57510,33.0
57537,27.0
57599,62.0
57645,46.0
57673,28.0
57683,10.0
57704,21.0
57763,59.0
57797,34.0
57821,24.0
57904,83.0
57959,55.0
57997,38.0
58086,89.0
58126,40.0
58147,21.0
58169,22.0
58214,45.0
58238,24.0
58263,25.0
58279,16.0
58356,77.0
58390,34.0
58537,147.0
58581,44.0
58593,12.0
58638,45.0
58709,71.0
58746,37.0
58791,45.0
58810,19.0
58861,51.0
58925,64.0
58951,26.0
58969,18.0
59052,83.0
59081,29.0
59127,46.0
59145,18.0
59170,25.0
59226,56.0
59252,26.0
59278,26.0
59362,84.0
59391,29.0
59417,26.0
59447,30.0
59505,58.0
59585,80.0
59651,66.0
59676,25.0
59762,86.0
59804,42.0
59819,15.0
59937,118.0
59992,55.0
60008,16.0
60060,52.0
60113,53.0
60137,24.0
60160,23.0
60256,96.0
60314,58.0
60338,24.0
60360,22.0
60391,31.0
60438,47.0
60455,17.0
60508,53.0
60550,42.0
60601,51.0
60624,23.0
60660,36.0
60693,33.0
60724,31.0
60811,87.0
60832,21.0
60877,45.0
60917,40.0
60984,67.0
61055,71.0
61089,34.0
61116,27.0
61158,42.0
61204,46.0
61276,72.0
61295,19.0
61422,127.0
61451,29.0
61489,38.0
61569,80.0
61600,31.0
61616,16.0
61651,35.0
61697,46.0
61753,56.0
61804,51.0
61829,25.0
61920,91.0
61932,12.0
61965,33.0
62047,82.0
62093,46.0
62192,99.0
62243,51.0
62279,36.0
62311,32.0
62354,43.0
62458,104.0
62491,33.0
62566,75.0
62601,35.0
62655,54.0
62676,21.0
62696,20.0
62759,63.0
62793,34.0
62824,31.0
62957,133.0
62987,30.0
63055,68.0
63088,33.0
63122,34.0
63183,61.0
63217,34.0
63270,53.0
63353,83.0
63365,12.0
63386,21.0
63430,44.0
63471,41.0
63490,19.0
63558,68.0
63583,25.0
63603,20.0
63623,20.0
63661,38.0
63762,101.0
63805,43.0
63818,13.0
63836,18.0
63946,110.0
63969,23.0
64019,50.0
64057,38.0
64072,15.0
64122,50.0
64191,69.0
64257,66.0
64332,75.0
64349,17.0
64488,139.0
64566,78.0
64607,41.0
64678,71.0
64693,15.0
64715,22.0
64739,24.0
64798,59.0
64851,53.0
64892,41.0
64934,42.0
65001,67.0
65033,32.0
65124,91.0
65147,23.0
65199,52.0
65231,32.0
65264,33.0
65282,18.0
65326,44.0
65379,53.0
65405,26.0
65433,28.0
65552,119.0
65574,22.0
65611,37.0
65633,22.0
65672,39.0
65787,115.0
65844,57.0
65862,18.0
65883,21.0
65940,57.0
65980,40.0
66025,45.0
66058,33.0
66143,85.0
66165,22.0
66274,109.0
66313,39.0
66339,26.0
66415,76.0
66452,37.0
66492,40.0
66620,128.0
66678,58.0
66716,38.0
66807,91.0
66857,50.0
66916,59.0
66969,53.0
67005,36.0
67059,54.0
67098,39.0
67137,39.0
67153,16.0
67193,40.0
67233,40.0
67257,24.0
67287,30.0
67312,25.0
67321,9.0
67361,40.0
67406,45.0
67462,56.0
67511,49.0
67592,81.0
67606,14.0
67641,35.0
67731,90.0
67754,23.0
67836,82.0
67861,25.0
67904,43.0
67998,94.0
68020,22.0
68049,29.0
68161,112.0
68285,124.0
68366,81.0
68417,51.0
68472,55.0
68562,90.0
68676,114.0
68730,54.0
68755,25.0
68849,94.0
68889,40.0
68977,88.0
68996,19.0
69064,68.0
69086,22.0
69132,46.0
69229,97.0
69266,37.0
69286,20.0
69324,38.0
69375,51.0
69472,97.0
69499,27.0
69593,94.0
69771,178.0
69814,43.0
69871,57.0
69937,66.0
69960,23.0
69977,17.0
70005,28.0
70024,19.0
70058,34.0
70105,47.0
70141,36.0
70164,23.0
70182,18.0
70212,30.0
70243,31.0
70272,29.0
70298,26.0
70351,53.0
70407,56.0
70434,27.0
70514,80.0
70566,52.0
70595,29.0
70693,98.0
70753,60.0
70781,28.0
70886,105.0
70901,15.0
70977,76.0
71030,53.0
71143,113.0
71170,27.0
71189,19.0
71229,40.0
71289,60.0
71369,80.0
71401,32.0
71469,68.0
71562,93.0
71648,86.0
71716,68.0
71837,121.0
71884,47.0
71905,21.0
71937,32.0
71963,26.0
71980,17.0
71997,17.0
72091,94.0
72146,55.0
72217,71.0
72278,61.0
72350,72.0
72393,43.0
72435,42.0
72463,28.0
72518,55.0
72573,55.0
72610,37.0
72653,43.0
72707,54.0
72725,18.0
72744,19.0
72764,20.0
72780,16.0
72817,37.0
72866,49.0
72994,128.0
73067,73.0
73101,34.0
73135,34.0
73242,107.0
73264,22.0
73337,73.0
73363,26.0
73409,46.0
73490,81.0
73508,18.0
73590,82.0
73646,56.0
73776,130.0
73791,15.0
73817,26.0
73876,59.0
73909,33.0
73941,32.0
73982,41.0
74042,60.0
74102,60.0
74139,37.0
74186,47.0
74205,19.0
74293,88.0
74326,33.0
74377,51.0
74419,42.0
74442,23.0
74630,188.0
74673,43.0
74726,53.0
74798,72.0
74871,73.0
74928,57.0
74948,20.0
75002,54.0
75064,62.0
75164,100.0
75198,34.0
75224,26.0
75259,35.0
75313,54.0
75346,33.0
75399,53.0
75438,39.0
75464,26.0
75625,161.0
75699,74.0
75763,64.0
75811,48.0
75899,88.0
75936,37.0
75959,23.0
76009,50.0
76073,64.0
76108,35.0
76140,32.0
76158,18.0
76188,30.0
76353,165.0
76392,39.0
76440,48.0
76546,106.0
76624,78.0
76646,22.0
76742,96.0
76786,44.0
76820,34.0
76859,39.0
76921,62.0
76950,29.0
76980,30.0
77100,120.0
77202,102.0
77378,176.0
77632,254.0
77666,34.0
77782,116.0
77798,16.0
77840,42.0
77900,60.0
77932,32.0
77992,60.0
78129,137.0
78166,37.0
78196,30.0
78228,32.0
78264,36.0
78296,32.0
78318,22.0
78368,50.0
78449,81.0
78555,106.0
78597,42.0
78694,97.0
78775,81.0
78826,51.0
78863,37.0
78971,108.0
79102,131.0
79138,36.0
79157,19.0
79177,20.0
79244,67.0
79267,23.0
79297,30.0
79353,56.0
79387,34.0
79422,35.0
79452,30.0
79477,25.0
79570,93.0
79597,27.0
79621,24.0
79637,16.0
79723,86.0
79825,102.0
79890,65.0
79949,59.0
80083,134.0
80172,89.0
80199,27.0
80341,142.0
80433,92.0
80520,87.0
80552,32.0
80691,139.0
80794,103.0
80951,157.0
81038,87.0
81122,84.0
81153,31.0
81227,74.0
81389,162.0
81412,23.0
81439,27.0
81524,85.0
81590,66.0
81727,137.0
81760,33.0
81845,85.0
81865,20.0
81896,31.0
81910,14.0
82108,198.0
82198,90.0
82225,27.0
82268,43.0
82316,48.0
82397,81.0
82468,71.0
82548,80.0
82574,26.0
82638,64.0
82706,68.0
82728,22.0
82875,147.0
82935,60.0
83001,66.0
83144,143.0
83220,76.0
83309,89.0
83338,29.0
83459,121.0
83571,112.0
83643,72.0
83685,42.0
83761,76.0
83945,184.0
84104,159.0
84124,20.0
84159,35.0
84208,49.0
84270,62.0
84294,24.0
84323,29.0
84421,98.0
84515,94.0
84571,56.0
84730,159.0
84778,48.0
84799,21.0
84832,33.0
84947,115.0
84996,49.0
85040,44.0
85091,51.0
85153,62.0
85217,64.0
85325,108.0
85441,116.0
85457,16.0
85523,66.0
85574,51.0
85708,134.0
85773,65.0
85884,111.0
85956,72.0
86004,48.0
86030,26.0
86054,24.0
86089,35.0
86188,99.0
86268,80.0
86283,15.0
86298,15.0
86321,23.0
86402,81.0
86422,20.0
86453,31.0
86487,34.0
86617,130.0
86742,125.0
86761,19.0
86799,38.0
86835,36.0
86919,84.0
86939,20.0
86976,37.0
87030,54.0
87096,66.0
87135,39.0
87168,33.0
87298,130.0
87454,156.0
87490,36.0
87658,168.0
87697,39.0
87722,25.0
87759,37.0
87867,108.0
87952,85.0
88008,56.0
88131,123.0
88189,58.0
88216,27.0
88254,38.0
88297,43.0
88346,49.0
88489,143.0
88530,41.0
88599,69.0
88824,225.0
88890,66.0
88937,47.0
88973,36.0
89108,135.0
89132,24.0
89192,60.0
89211,19.0
89396,185.0
89454,58.0
89480,26.0
89500,20.0
89534,34.0
89587,53.0
89612,25.0
89822,210.0
89926,104.0
89989,63.0
90102,113.0
90130,28.0
90216,86.0
90235,19.0
90312,77.0
90346,34.0
90369,23.0
90481,112.0
90493,12.0
90620,127.0
90705,85.0
90855,150.0
90881,26.0
90901,20.0
90968,67.0
90996,28.0
91078,82.0
91099,21.0
91151,52.0
91191,40.0
91358,167.0
91405,47.0
91536,131.0
91674,138.0
91781,107.0
91846,65.0
91885,39.0
91982,97.0
92125,143.0
92191,66.0
92227,36.0
92243,16.0
92320,77.0
92451,131.0
92513,62.0
92616,103.0
92669,53.0
92720,51.0
92820,100.0
92870,50.0
92945,75.0
92980,35.0
93001,21.0
93022,21.0
93114,92.0
93246,132.0
93352,106.0
93391,39.0
93413,22.0
93506,93.0
93584,78.0
93635,51.0
93723,88.0
93750,27.0
93834,84.0
93889,55.0
94015,126.0
94062,47.0
94100,38.0
94148,48.0
94263,115.0
94378,115.0
94393,15.0
94429,36.0
94571,142.0
94605,34.0
94740,135.0
94781,41.0
94899,118.0
95013,114.0
95087,74.0
95136,49.0
95159,23.0
95180,21.0
95300,120.0
95365,65.0
95386,21.0
95421,35.0
95503,82.0
95548,45.0
95578,30.0
95787,209.0
95873,86.0
95906,33.0
95949,43.0
95968,19.0
96043,75.0
96117,74.0
96175,58.0
96344,169.0
96363,19.0
96419,56.0
96470,51.0
96585,115.0
96617,32.0
96659,42.0
96718,59.0
96782,64.0
96858,76.0
96900,42.0
96922,22.0
97025,103.0
97092,67.0
97227,135.0
97265,38.0
97288,23.0
97342,54.0
97361,19.0
97570,209.0
97678,108.0
97711,33.0
97743,32.0
97900,157.0
97935,35.0
97986,51.0
98064,78.0
98117,53.0
98140,23.0
98181,41.0
98318,137.0
98374,56.0
98395,21.0
98460,65.0
98616,156.0
98788,172.0
98851,63.0
98959,108.0
99082,123.0
99121,39.0
99170,49.0
99194,24.0
99221,27.0
99291,70.0
99337,46.0
99372,35.0
99416,44.0
99451,35.0
99556,105.0
99614,58.0
99665,51.0
99854,189.0
99984,130.0
100099,115.0
100140,41.0
100178,38.0
100298,120.0
100329,31.0
100368,39.0
100414,46.0
100566,152.0
100607,41.0
100672,65.0
100769,97.0
100791,22.0
100827,36.0
100924,97.0
101022,98.0
101050,28.0
101217,167.0
101264,47.0
101385,121.0
101408,23.0
101526,118.0
101567,41.0
101596,29.0
101668,72.0
101700,32.0
101804,104.0
101823,19.0
101843,20.0
102010,167.0
102038,28.0
102092,54.0
102204,112.0
102284,80.0
102395,111.0
102448,53.0
102476,28.0
102605,129.0
102757,152.0
102904,147.0
102956,52.0
103075,119.0
103217,142.0
103244,27.0
103367,123.0
103504,137.0
103638,134.0
103677,39.0
103833,156.0
103904,71.0
104068,164.0
104085,17.0
104169,84.0
104356,187.0
104440,84.0
104498,58.0
104608,110.0
104884,276.0
104948,64.0
105083,135.0
105117,34.0
105187,70.0
105247,60.0
105267,20.0
105298,31.0
105351,53.0
105380,29.0
105513,133.0
105623,110.0
105654,31.0
105715,61.0
105863,148.0
105988,125.0
106133,145.0
106182,49.0
106290,108.0
106348,58.0
106431,83.0
106552,121.0
106577,25.0
106621,44.0
106644,23.0
106755,111.0
106778,23.0
106804,26.0
106830,26.0
106842,12.0
106878,36.0
106961,83.0
107071,110.0
107224,153.0
107242,18.0
107273,31.0
107334,61.0
107374,40.0
107437,63.0
107625,188.0
107642,17.0
107683,41.0
107767,84.0
107806,39.0
107844,38.0
107907,63.0
107933,26.0
107956,23.0
108005,49.0
108134,129.0
108218,84.0
108244,26.0
108336,92.0
108483,147.0
108510,27.0
108553,43.0
108598,45.0
108725,127.0
108926,201.0
109069,143.0
109125,56.0
109326,201.0
109358,32.0
109487,129.0
109691,204.0
109723,32.0
109809,86.0
109855,46.0
109991,136.0
110178,187.0
110208,30.0
110276,68.0
110300,24.0
110318,18.0
110383,65.0
110587,204.0
110618,31.0
110710,92.0
110746,36.0
110772,26.0
110903,131.0
110913,10.0
111077,164.0
111128,51.0
111168,40.0
111359,191.0
111689,330.0
111712,23.0
111803,91.0
111997,194.0
112115,118.0
112168,53.0
112205,37.0
112299,94.0
112422,123.0
112469,47.0
112674,205.0
112713,39.0
112740,27.0
112855,115.0
113025,170.0
113042,17.0
113149,107.0
113187,38.0
113351,164.0
113401,50.0
113489,88.0
113629,140.0
113649,20.0
113893,244.0
113938,45.0
114017,79.0
114208,191.0
114322,114.0
114414,92.0
114445,31.0
114478,33.0
114492,14.0
114542,50.0
114574,32.0
114605,31.0
114712,107.0
114897,185.0
114945,48.0
115008,63.0
115071,63.0
115136,65.0
115171,35.0
115272,101.0
115306,34.0
115332,26.0
115489,157.0
115512,23.0
115641,129.0
115720,79.0
115753,33.0
115893,140.0
115923,30.0
116065,142.0
116228,163.0
116339,111.0
116430,91.0
116582,152.0
116636,54.0
116670,34.0
116721,51.0
116845,124.0
117055,210.0
117086,31.0
117206,120.0
117241,35.0
117390,149.0
117430,40.0
117569,139.0
117645,76.0
117778,133.0
117821,43.0
117973,152.0
118024,51.0
118050,26.0
118195,145.0
118264,69.0
118287,23.0
118432,145.0
118554,122.0
118625,71.0
118678,53.0
118805,127.0
118893,88.0
119027,134.0
119078,51.0
119119,41.0
119187,68.0
119211,24.0
119336,125.0
119418,82.0
119540,122.0
119575,35.0
119683,108.0
119731,48.0
119759,28.0
119859,100.0
119997,138.0
120123,126.0
120171,48.0
120244,73.0
120303,59.0
120475,172.0
120586,111.0
120604,18.0
120836,232.0
121089,253.0
121240,151.0
121399,159.0
121534,135.0
121584,50.0
121630,46.0
121688,58.0
121822,134.0
121918,96.0
121937,19.0
122095,158.0
122112,17.0
122136,24.0
122180,44.0
122295,115.0
122438,143.0
122460,22.0
122659,199.0
122689,30.0
122786,97.0
122824,38.0
122912,88.0
122963,51.0
123166,203.0
123187,21.0
123219,32.0
123263,44.0
123356,93.0
123393,37.0
123419,26.0
123579,160.0
123611,32.0
123770,159.0
123783,13.0
123854,71.0
123979,125.0
124016,37.0
124136,120.0
124178,42.0
124377,199.0
124454,77.0
124491,37.0
124610,119.0
124708,98.0
124778,70.0
124868,90.0
124950,82.0
125051,101.0
125062,11.0
125156,94.0
125199,43.0
125316,117.0
125365,49.0
125515,150.0
125684,169.0
125802,118.0
125823,21.0
125950,127.0
126065,115.0
126185,120.0
126269,84.0
126430,161.0
126578,148.0
126701,123.0
126816,115.0
126948,132.0
127062,114.0
127107,45.0
127153,46.0
127186,33.0
127246,60.0
127423,177.0
127458,35.0
127550,92.0
127740,190.0
127904,164.0
128095,191.0
128222,127.0
128285,63.0
128389,104.0
128475,86.0
128549,74.0
128576,27.0
128648,72.0
128796,148.0
128856,60.0
128945,89.0
128993,48.0
129023,30.0
129112,89.0
129143,31.0
129190,47.0
129344,154.0
129469,125.0
129511,42.0
129648,137.0
129674,26.0
129783,109.0
129952,169.0
130089,137.0
130126,37.0
130157,31.0
130399,242.0
130557,158.0
130618,61.0
130758,140.0
130850,92.0
131000,150.0
131026,26.0
131066,40.0
131290,224.0
131352,62.0
131379,27.0
131403,24.0
131448,45.0
131568,120.0
131681,113.0
131894,213.0
131920,26.0
132094,174.0
132184,90.0
132213,29.0
132257,44.0
132426,169.0
132463,37.0
132490,27.0
132533,43.0
132589,56.0
132750,161.0
132835,85.0
132984,149.0
133052,68.0
133105,53.0
133151,46.0
133189,38.0
133324,135.0
133394,70.0
133550,156.0
133667,117.0
133826,159.0
133972,146.0
134080,108.0
134100,20.0
134258,158.0
134300,42.0
134408,108.0
134531,123.0
134744,213.0
134798,54.0
134811,13.0
134992,181.0
135016,24.0
135189,173.0
135359,170.0
135402,43.0
135449,47.0
135708,259.0
135745,37.0
135801,56.0
136023,222.0
136067,44.0
136120,53.0
136253,133.0
136351,98.0
136455,104.0
136558,103.0
136626,68.0
136666,40.0
136861,195.0
136884,23.0
136914,30.0
136980,66.0
137015,35.0
137151,136.0
137296,145.0
137314,18.0
137406,92.0
137428,22.0
137540,112.0
137696,156.0
137841,145.0
137933,92.0
138008,75.0
138141,133.0
138411,270.0
138521,110.0
138662,141.0
138689,27.0
138907,218.0
138932,25.0
139134,202.0
139173,39.0
139197,24.0
139309,112.0
139477,168.0
139529,52.0
139549,20.0
139736,187.0
139776,40.0
139952,176.0
140034,82.0
140129,95.0
140322,193.0
140380,58.0
140488,108.0
140611,123.0
140789,178.0
140824,35.0
141000,176.0
141016,16.0
141135,119.0
141291,156.0
141360,69.0
141472,112.0
141530,58.0
141651,121.0
141694,43.0
141881,187.0
142015,134.0
142162,147.0
142207,45.0
142346,139.0
142376,30.0
142435,59.0
142593,158.0
142707,114.0
142766,59.0
142818,52.0
142960,142.0
142979,19.0
143100,121.0
143202,102.0
143232,30.0
143272,40.0
143429,157.0
143443,14.0
143612,169.0
143630,18.0
143832,202.0
143860,28.0
144036,176.0
144219,183.0
144289,70.0
144387,98.0
144516,129.0
144621,105.0
144677,56.0
144807,130.0
144980,173.0
145189,209.0
145229,40.0
145365,136.0
145387,22.0
145493,106.0
145622,129.0
145652,30.0
145749,97.0
145798,49.0
145834,36.0
145939,105.0
146089,150.0
146115,26.0
146185,70.0
146248,63.0
146369,121.0
146403,34.0
146566,163.0
146607,41.0
146698,91.0
146727,29.0
146916,189.0
147102,186.0
147268,166.0
147413,145.0
147453,40.0
147527,74.0
147555,28.0
147651,96.0
147772,121.0
147813,41.0
147921,108.0
148052,131.0
148192,140.0
148402,210.0
148446,44.0
148535,89.0
148729,194.0
148893,164.0
149010,117.0
149027,17.0
149053,26.0
149218,165.0
149339,121.0
149464,125.0
149586,122.0
149689,103.0
149851,162.0
149896,45.0
150061,165.0
150191,130.0
150322,131.0
150453,131.0
150547,94.0
150664,117.0
150694,30.0
150853,159.0
151008,155.0
151164,156.0
151180,16.0
151282,102.0
151463,181.0
151596,133.0
151763,167.0
151792,29.0
151823,31.0
151903,80.0
152028,125.0
152081,53.0
152206,125.0
152296,90.0
152435,139.0
152464,29.0
152498,34.0
152531,33.0
152633,102.0
152794,161.0
152976,182.0
153056,80.0
153234,178.0
153467,233.0
153506,39.0
153542,36.0
153732,190.0
153846,114.0
153939,93.0
154003,64.0
154085,82.0
154239,154.0
154276,37.0
154461,185.0
154705,244.0
154742,37.0
154765,23.0
154909,144.0
155119,210.0
155227,108.0
155385,158.0
155483,98.0
155643,160.0
155754,111.0
155785,31.0
155818,33.0
155990,172.0
156183,193.0
156336,153.0
156455,119.0
156632,177.0
156700,68.0
156863,163.0
157057,194.0
157171,114.0
157331,160.0
157420,89.0
157600,180.0
157752,152.0
157845,93.0
157939,94.0
157977,38.0
158141,164.0
158381,240.0
158426,45.0
158533,107.0
158584,51.0
158607,23.0
158649,42.0
158684,35.0
158816,132.0
158927,111.0
158964,37.0
159000,36.0
159033,33.0
159138,105.0
159189,51.0
159431,242.0
159475,44.0
159587,112.0
159644,57.0
159872,228.0
159986,114.0
160026,40.0
160201,175.0
160348,147.0
160380,32.0
160428,48.0
160502,74.0
160566,64.0
160775,209.0
160855,80.0
161038,183.0
161197,159.0
161343,146.0
161513,170.0
161680,167.0
161774,94.0
161847,73.0
162233,386.0
162273,40.0
162343,70.0
162577,234.0
162765,188.0
162806,41.0
163027,221.0
163089,62.0
163272,183.0
163303,31.0
163401,98.0
163427,26.0
163528,101.0
163733,205.0
163979,246.0
164096,117.0
164138,42.0
164324,186.0
164366,42.0
164583,217.0
164699,116.0
164887,188.0
165058,171.0
165177,119.0
165233,56.0
165282,49.0
165331,49.0
165503,172.0
165664,161.0
165796,132.0
165956,160.0
165980,24.0
166206,226.0
166481,275.0
166518,37.0
166538,20.0
166674,136.0
166703,29.0
166824,121.0
166996,172.0
167118,122.0
167175,57.0
167327,152.0
167558,231.0
167727,169.0
167800,73.0
167854,54.0
167892,38.0
168052,160.0
168096,44.0
168216,120.0
168252,36.0
168325,73.0
168546,221.0
168644,98.0
168779,135.0
169002,223.0
169149,147.0
169172,23.0
169441,269.0
169596,155.0
169640,44.0
169681,41.0
169825,144.0
169946,121.0
170064,118.0
170094,30.0
170145,51.0
170163,18.0
170276,113.0
170470,194.0
170631,161.0
170713,82.0
170878,165.0
170911,33.0
171078,167.0
171106,28.0
171224,118.0
171382,158.0
171418,36.0
171524,106.0
171560,36.0
171590,30.0
171743,153.0
171789,46.0
171868,79.0
172005,137.0
172156,151.0
172465,309.0
172565,100.0
172636,71.0
172661,25.0
172767,106.0
172932,165.0
173111,179.0
173250,139.0
173371,121.0
173402,31.0
173436,34.0
173595,159.0
173900,305.0
174135,235.0
174325,190.0
174501,176.0
174614,113.0
174744,130.0
174769,25.0
174924,155.0
174992,68.0
175065,73.0
175097,32.0
175263,166.0
175427,164.0
175469,42.0
175599,130.0
175711,112.0
175809,98.0
175969,160.0
176017,48.0
176278,261.0
176440,162.0
176492,52.0
176556,64.0
176708,152.0
176898,190.0
177057,159.0
177203,146.0
177225,22.0
177250,25.0
177382,132.0
177582,200.0
177710,128.0
177854,144.0
178053,199.0
178132,79.0
178266,134.0
178288,22.0
178327,39.0
178413,86.0
178445,32.0
178567,122.0
178592,25.0
178744,152.0
178803,59.0
178959,156.0
178977,18.0
179180,203.0
179317,137.0
179413,96.0
179516,103.0
179702,186.0
179869,167.0
179969,100.0
180094,125.0
180262,168.0
180353,91.0
180598,245.0
180743,145.0
180846,103.0
180865,19.0
180990,125.0
181015,25.0
181163,148.0
181269,106.0
181417,148.0
181540,123.0
181749,209.0
181775,26.0
181841,66.0
181954,113.0
182118,164.0
182315,197.0
182702,387.0
182823,121.0
182959,136.0
183002,43.0
183175,173.0
183206,31.0
183259,53.0
183401,142.0
183527,126.0
183662,135.0
183835,173.0
184019,184.0
184183,164.0
184347,164.0
184482,135.0
184683,201.0
184775,92.0
184798,23.0
184889,91.0
185032,143.0
185252,220.0
185288,36.0
185412,124.0
185527,115.0
185558,31.0
185630,72.0
185660,30.0
185727,67.0
185798,71.0
185895,97.0
186067,172.0
186101,34.0
186247,146.0
186268,21.0
186432,164.0
186568,136.0
186729,161.0
186787,58.0
186832,45.0
186860,28.0
187027,167.0
187180,153.0
187426,246.0
187613,187.0
187808,195.0
187845,37.0
188040,195.0
188061,21.0
188264,203.0
188315,51.0
188466,151.0
188624,158.0
188667,43.0
188705,38.0
188766,61.0
188895,129.0
188923,28.0
189145,222.0
189165,20.0
189234,69.0
189453,219.0
189646,193.0
189672,26.0
189822,150.0
190035,213.0
190174,139.0
190348,174.0
190511,163.0
190567,56.0
190719,152.0
190851,132.0
190929,78.0
191407,478.0
191566,159.0
191618,52.0
191771,153.0
191961,190.0
192136,175.0
192285,149.0
192335,50.0
192363,28.0
192385,22.0
192540,155.0
192632,92.0
192801,169.0
192839,38.0
192973,134.0
193012,39.0
193209,197.0
193385,176.0
193507,122.0
193627,120.0
193672,45.0
193803,131.0
193821,18.0
193940,119.0
194089,149.0
194122,33.0
194247,125.0
194303,56.0
194463,160.0
194613,150.0
194676,63.0
194750,74.0
194935,185.0
195044,109.0
195165,121.0
195190,25.0
195276,86.0
195405,129.0
195434,29.0
195637,203.0
195797,160.0
195866,69.0
196042,176.0
196079,37.0
196103,24.0
196316,213.0
196539,223.0
196718,179.0
196895,177.0
197070,175.0
197178,108.0
197260,82.0
197425,165.0
197607,182.0
197739,132.0
197810,71.0
197963,153.0
198091,128.0
198208,117.0
198317,109.0
198576,259.0
198719,143.0
198871,152.0
198992,121.0
199018,26.0
199118,100.0
199283,165.0
199325,42.0
199442,117.0
199497,55.0
199564,67.0
199613,49.0
199713,100.0
199864,151.0
199995,131.0
200045,50.0
